,Unnamed: 0,No,page,nick,time,content,area,ip,ip_loc,length,against,agree,channel,hot,level,login_type,media_type,mid,stamp,time_ymd,time_mdh,cmntcount 
506,526,527,27,cutesm,2018-08-08 17:47:09,你是官微吗，不要歪楼好吗？,河北,36.98.97.173,"河北省石家庄市 电信 * GeoIP: Baoding, Hebei, China * China Telecom",13,1533721629,0,cj,0,0,0,0,5B6ABC19-246261AD-483E6802-8C5-93F,1533721629,2018-08-08,08-08 17,3267
507,527,528,27,田乃双,2018-08-08 17:46:46,年轻人成了国家的累赘？！,河北,221.192.180.248,"河北省石家庄市 联通 * GeoIP: Beijing, China * China Unicom Liaoning",12,1533721606,0,cj,0,0,0,0,5B6ABC01-DDC0B4F8-6D52DB5D-8C5-8C1,1533721606,2018-08-08,08-08 17,3266
508,528,529,27,gpuio0,2018-08-08 17:46:34,居安思危不等于胡说八道,北京海淀,113.44.144.250,"北京市 鹏博士 * GeoIP: Beijing, China * China Telecom Beijing",19,1533721594,0,cj,0,1,0,0,5B6ABBF7-712C90FA-9F7D61A9-8C5-927,1533721594,2018-08-08,08-08 17,3265
509,529,530,27,KimTaeVV,2018-08-08 17:46:16,哦……对不起，抢你们空气了[摊手],四川成都,110.184.200.68,"四川省成都市 电信 * GeoIP: Chengdu, Sichuan, China * China Telecom Sichuan",17,1533721576,2,cj,0,0,0,0,5B6ABBE8-6EB8C844-A161DE57-8C5-877,1533721576,2018-08-08,08-08 17,3264
510,530,531,27,继博51,2018-08-08 17:45:43,社会债务率。房贷是主要的，但房贷还有房产，是个资产。消费贷嘛，用掉就什么都没了。,江苏南通,117.136.46.28,"江苏省 移动 * GeoIP: Suzhou, Jiangsu, China * China Mobile",52,1533721543,0,cj,0,2,0,0,5B6ABBC7-75882E1C-74E576B1-8C5-873,1533721543,2018-08-08,08-08 17,3263
511,531,532,27,椌蕪椌蕪,2018-08-08 17:45:28,人坐星巴克 锅从天上来,北京海淀,124.200.103.150,"北京市 鹏博士 * GeoIP: Beijing, China * Beijing Dian-Xin-Tong Network Technologies Co.",11,1533721528,1,cj,0,0,0,0,5B6ABBB7-7CC86796-71C8F499-8C5-895,1533721528,2018-08-08,08-08 17,3262
512,532,533,27,勃列日涅夫时期,2018-08-08 17:44:37,🐻🥊🐸,广东,223.104.63.184,"广东省深圳市 移动 * GeoIP: Shenzhen, Guangdong, China * China Mobile",22,1533721477,0,cj,0,1,0,0,5B6ABB84-DF683FB8-A8899678-8C5-984,1533721477,2018-08-08,08-08 17,3261
513,533,534,27,Cletus_Kasady,2018-08-08 17:44:32,新浪财经？？认真你就输了,重庆,222.182.8.188,"重庆市 电信 * GeoIP: Chongqing, China * China Telecom Chongqing",23,1533721472,0,cj,0,1,0,0,5B6ABB7B-DEB608BC-9AE839A9-8C5-8D5,1533721472,2018-08-08,08-08 17,3260
514,534,535,27,UZZAa,2018-08-08 17:43:45,@Meadssi 甩锅了,新加坡,128.106.151.220,新加坡 Singtel * GeoIP: Singapore * Singtel Fibre Broadband,12,1533721425,0,cj,0,0,0,0,5B6ABB51-806A97DC-86BA10D6-8C5-926,1533721425,2018-08-08,08-08 17,3259
515,535,536,27,MPisAGod,2018-08-08 17:34:18,[嘻嘻]错了 我们还得生二胎呢,天津,117.10.158.192,"天津市 联通 * GeoIP: Tianjin, China * China Unicom Tianjin",29,1533720857,0,cj,0,1,0,0,5B6AB916-750A9EC0-7B71DCFB-8C5-836,1533720858,2018-08-08,08-08 17,3258
516,536,537,27,假行僧7727,2018-08-08 17:34:13,恩  年轻人应该去做梦才对,江苏苏州,117.136.68.185,"江苏省 移动 * GeoIP: Suzhou, Jiangsu, China * China Mobile",13,1533720853,3,cj,0,0,0,0,5B6AB911-758844B9-8F62202D-8C5-872,1533720853,2018-08-08,08-08 17,3257
517,537,538,27,继博51,2018-08-08 17:33:55,杠杆率上升，风险上升。让年轻人好逸恶劳。,江苏南通,117.136.66.1,"江苏省 移动 * GeoIP: Nantong, Jiangsu, China * China Mobile",32,1533720834,0,cj,0,1,0,0,5B6AB901-75884201-74E576B1-8C5-873,1533720835,2018-08-08,08-08 17,3256
518,538,539,27,绿酸橙,2018-08-08 17:32:40,妈耶、,甘肃兰州,124.152.205.144,"甘肃省兰州市 联通 * GeoIP: Lanzhou, Gansu, China * China Unicom Gansu",3,1533720760,0,cj,0,0,0,0,5B6AB8B7-7C98CD90-7C90444B-8C5-82F,1533720760,2018-08-08,08-08 17,3255
519,539,540,27,喵大人高抬贵爪,2018-08-08 17:30:50,小心封号[doge],黑龙江齐齐哈尔,42.102.16.81,"黑龙江省齐齐哈尔市 电信 * GeoIP: Harbin, Heilongjiang, China * China Telecom",10,1533720650,0,cj,0,0,0,0,5B6AB845-2A661051-C0E219D1-8C5-9B8,1533720650,2018-08-08,08-08 17,3254
520,540,541,28,帅不过三秒的老吴,2018-08-08 17:30:31,买不起房不买这些干嘛,上海,112.64.119.129,"上海市 联通 * GeoIP: Shanghai, China * China Unicom Shanghai network",10,1533720631,1,cj,0,0,0,0,5B6AB836-70407781-14EED99C2-8C5-909,1533720631,2018-08-08,08-08 17,3253
521,541,542,28,valkyrie20607,2018-08-08 17:30:11,晃点你又不是一次两次了，大惊小怪啥。[挖鼻],北京海淀,118.199.72.202,"北京市 鹏博士 * GeoIP: Beijing, China * China Telecom Beijing",22,1533720611,0,cj,0,0,0,0,5B6AB823-76C748CA-8CE63B13-8C5-902,1533720611,2018-08-08,08-08 17,3252
522,542,543,28,阿团团er,2018-08-08 17:29:54,总要有人背起这口大锅吧[喵喵],浙江台州,39.181.212.4,"浙江省台州市 移动 * GeoIP: Wenling, Zhejiang, China * China Mobile",25,1533720594,0,cj,0,1,0,0,5B6AB80D-27B5D404-9AE2C573-8C5-AB8,1533720594,2018-08-08,08-08 17,3251
523,543,544,28,未来可期的Julie,2018-08-08 17:28:47,能不扣这么大的锅给我们吗？现在的年轻人真的已经很不容易了，求放过,上海,223.104.210.173,"上海市 移动 * GeoIP: Shanghai, China * Shanghai Mobile Communications Co.,Ltd.",32,1533720527,0,cj,0,0,0,0,5B6AB7CB-DF68D2AD-7E7D3FA9-8C5-960,1533720527,2018-08-08,08-08 17,3250
524,544,545,28,班大飞呀,2018-08-08 17:28:46,道出心声,广东广州,117.136.40.130,"广东省东莞市 移动 * GeoIP: Guangzhou, Guangdong, China * China Mobile",15,1533720526,4,cj,0,2,0,0,5B6AB7CA-75882882-16282B9CA-8C5-86D,1533720526,2018-08-08,08-08 17,3249
525,545,546,28,-斋-,2018-08-08 17:28:32,以不借贷 不啃老为前提 有多少人能自己买房,广东东莞,14.220.115.171,"广东省东莞市 电信 * GeoIP: Shenzhen, Guangdong, China * China Telecom Guangdong province Dongguan MAN netw",21,1533720512,0,cj,0,0,0,0,5B6AB7BB-EDC73AB-6E1BEC9A-8C5-911,1533720512,2018-08-08,08-08 17,3248
526,546,547,28,吴奕岐今天3208432941,2018-08-08 17:28:30,怪我怪我，买不起房只能买点星巴克,云南,117.136.72.26,"云南省 移动 * GeoIP: Kunming, Yunnan, China * China Mobile Guangdong",16,1533720510,0,cj,0,0,0,0,5B6AB7BA-7588481A-BF3CCD2D-8C5-938,1533720510,2018-08-08,08-08 17,3247
527,547,548,28,gpuio0,2018-08-08 17:28:06,因为3040506070后是垮掉的一代。,北京海淀,113.44.144.250,"北京市 鹏博士 * GeoIP: Beijing, China * China Telecom Beijing",27,1533720486,2,cj,0,1,0,0,5B6AB7A3-712C90FA-9F7D61A9-8C5-927,1533720486,2018-08-08,08-08 17,3246
528,548,549,28,全世界最好的Tao小狗,2018-08-08 17:26:37,真的是 飞来横锅 都买不起房了还不让人喝咖啡[二哈],英国英格兰,130.88.240.72,"英国  * GeoIP: Manchester, United Kingdom * The University of Manchester",33,1533720397,0,cj,0,1,0,0,5B6AB74A-8258F048-5CE956A1-8C5-9E8,1533720397,2018-08-08,08-08 17,3245
529,549,550,28,荼宝宝的康复路,2018-08-08 17:25:45,[跪了][跪了][跪了]我没看内容，只看了你的话。 直接无视新闻了。新闻都是瞎bb。,广东深圳,61.141.65.138,"广东省深圳市 电信 * GeoIP: Shenzhen, Guangdong, China * China Telecom Guangdong",51,1533720345,0,cj,0,2,0,0,5B6AB714-3D8D418A-13E377B12-8C5-8F1,1533720345,2018-08-08,08-08 17,3244
530,550,551,28,傲娇别扭受,2018-08-08 17:25:16,我也！！！对不起了！给国家添麻烦了！,浙江杭州,122.224.189.118,"浙江省杭州市 电信 * GeoIP: Zhejiang, Guangxi, China * China Telecom Hangzhou",18,1533720316,0,cj,0,0,0,0,5B6AB6F7-7AE0BD76-15F94E5D1-8C5-952,1533720316,2018-08-08,08-08 17,3243
531,551,552,28,北了个北北,2018-08-08 17:25:12,目测是发现年轻人的信用根本还不足以进行信用贷款,江苏徐州,49.95.37.203,"江苏省南京市 电信 * GeoIP: Wuxi, Jiangsu, China * China Telecom jiangsu",23,1533720311,0,cj,0,0,0,0,5B6AB6F7-315F25CB-7D25B3F6-8C5-8E7,1533720312,2018-08-08,08-08 17,3242
532,552,553,28,极北的咆哮,2018-08-08 17:25:08,哇 带头老大[doge][doge],北京,223.104.3.204,"北京市 移动 * GeoIP: Beijing, China * China Mobile",29,1533720308,0,cj,0,1,0,0,5B6AB6F0-DF6803CC-5206B0E9-8C5-887,1533720308,2018-08-08,08-08 17,3241
533,553,554,28,杨小五不是地球人啊,2018-08-08 17:23:56,别听他们瞎吹兄弟[doge],云南昆明,39.130.99.26,"云南省昆明市 移动 * GeoIP: Kunming, Yunnan, China * China Mobile Guangdong",25,1533720236,0,cj,0,1,0,0,5B6AB6A9-2782631A-6BFEA0E1-8C5-8BD,1533720236,2018-08-08,08-08 17,3240
534,554,555,28,gpuio0,2018-08-08 17:23:33,新浪财经说是新浪美股讯报道的，新浪美股讯说是俄罗斯卫星网报道，俄罗斯卫星网说是英国《金融时报》（FT）报道的，英国《金融时报》（FT）说是中国国际金融股份有限公司报道的。[微笑],北京海淀,113.44.144.250,"北京市 鹏博士 * GeoIP: Beijing, China * China Telecom Beijing",89,1533720213,5,cj,0,0,0,0,5B6AB690-712C90FA-9F7D61A9-8C5-927,1533720213,2018-08-08,08-08 17,3239
535,555,556,28,bianruifeng,2018-08-08 17:23:06,年轻人认为很多事情理所当然…,河南郑州,106.34.228.212,"河南省安阳市 电信 * GeoIP: Zhengzhou, Henan, China * China Telecom Henan",14,1533720186,0,cj,0,0,0,0,5B6AB676-6A22E4D4-786B4C31-8C5-92A,1533720186,2018-08-08,08-08 17,3238
536,556,557,28,三猫猫流浪记,2018-08-08 17:22:59,？？？锅从天降啊,浙江丽水,60.184.204.237,"浙江省丽水市 电信 * GeoIP: Lishui, Zhejiang, China * China Telecom Lishui",8,1533720179,0,cj,0,0,0,0,5B6AB66F-3CB8CCED-666817BB-8C5-9A7,1533720179,2018-08-08,08-08 17,3237
537,557,558,28,Galaxy可,2018-08-08 17:22:40,这个锅我不背[笑cry],贵州贵阳,106.109.6.23,"贵州省 电信 * GeoIP: Zunyi, Guizhou, China * China Telecom",12,1533720160,0,cj,0,0,0,0,5B6AB661-6A6D0617-13DAB8D0E-8C5-845,1533720160,2018-08-08,08-08 17,3236
538,558,559,28,河马非马TM,2018-08-08 17:22:08,光消费不买房,北京朝阳,101.41.105.145,"北京市 鹏博士 * GeoIP: Beijing, China * Beijing Teletron Telecom Engineering Co.",16,1533720128,0,cj,0,1,0,0,5B6AB63F-65296991-678A1D29-8C5-824,1533720128,2018-08-08,08-08 17,3235
539,559,560,28,说好的不宅啊啊啊啊啊,2018-08-08 17:21:48,月光不买房，自然都消费得起，有啥好担忧的…没钱还借给你，银行又不是傻子,上海,223.104.210.209,"上海市 移动 * GeoIP: Shanghai, China * Shanghai Mobile Communications Co.,Ltd.",35,1533720108,0,cj,0,0,0,0,5B6AB626-DF68D2D1-8B297E26-8C5-7CF,1533720108,2018-08-08,08-08 17,3234
540,560,561,29,这里的人不配拯救,2018-08-08 17:21:03,他要去非洲上吊,海南海口,111.29.241.183,"海南省 移动 * GeoIP: Haikou, Hainan, China * China Mobile Guangdong",15,1533720063,19,cj,0,1,0,0,5B6AB5FE-6F1DF1B7-178AEA0A9-8C5-85E,1533720063,2018-08-08,08-08 17,3233
541,561,562,29,華生工艺佛珠厂星月菩提,2018-08-08 17:21:00,真无耻！ 这样的文章都敢写出去？ 发布出来？,海南海口,153.0.6.57,"海南省海口市 联通 * GeoIP: Haikou, Hainan, China * China Unicom Hainan",22,1533720060,1,cj,0,0,0,0,5B6AB5F8-99000639-130ECD7F9-8C5-8A8,1533720060,2018-08-08,08-08 17,3232
542,562,563,29,城北重口味,2018-08-08 17:20:05,[黑线]我打开看了那篇文章。我觉得，能借到钱的人都算是占了便宜，尤其是公积金贷款成功的人,北京,124.64.17.166,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",55,1533720005,0,cj,0,1,0,0,5B6AB5C5-7C4011A6-16855C4D7-8C5-941,1533720005,2018-08-08,08-08 17,3231
543,563,564,29,精彩哥在天津,2018-08-08 17:20:02,记得曾经央视一位新闻主播说中国人存款的习惯，即便给了他们钱也是在银行里存着，不能消费拉动经济。现在又嫌年轻人过度消费了？,天津,111.32.53.52,"天津市 移动 * GeoIP: Tianjin, China * tianjin Mobile Communication Company Limited",60,1533720002,0,cj,0,0,0,0,5B6AB5C1-6F203534-97AFD21D-8C5-8B2,1533720002,2018-08-08,08-08 17,3230
544,564,565,29,人如梦情如烟,2018-08-08 17:19:22,校园贷就是专门为这些人量身定制的。,四川绵阳,182.136.16.221,"四川省绵阳市 电信 * GeoIP: Mianyang, Sichuan, China * China Telecom Sichuan",17,1533719962,0,cj,0,0,0,0,5B6AB59A-B68810DD-9FBDC613-8C5-833,1533719962,2018-08-08,08-08 17,3229
545,565,566,29,猫有斑-,2018-08-08 17:18:38,没事没事，说的是00后,安徽合肥,36.60.129.92,"安徽省合肥市 电信 * GeoIP: Wuhu, Anhui, China * China Telecom",11,1533719918,0,cj,0,0,0,0,5B6AB56D-243C815C-A3052656-8C5-861,1533719918,2018-08-08,08-08 17,3228
546,566,567,29,寒星晓月重返微博,2018-08-08 17:17:58,朗咸平2012年出的《中国经济到了最危险的边缘》这本书，以当前的现状来看，无不一一实现了。建议大家去找这本书看看，感觉就像是在讲这几年的历史，呵呵。。。,广东深圳,14.153.238.86,"广东省深圳市 电信 * GeoIP: Shenzhen, Guangdong, China * China Telecom Guangdong",76,1533719878,0,cj,0,0,0,0,5B6AB545-E99EE56-91C4CBFA-8C5-874,1533719878,2018-08-08,08-08 17,3227
547,567,568,29,在迪拜看沙尘暴,2018-08-08 17:17:42,你说是就是呗……,广东广州,116.23.249.185,"广东省广州市 电信 * GeoIP: Guangzhou, Guangdong, China * China Telecom Guangdong",8,1533719862,0,cj,0,0,0,0,5B6AB531-7417F9B9-C4F606E1-8C5-9BB,1533719862,2018-08-08,08-08 17,3226
548,568,569,29,老嚶捉小稽,2018-08-08 17:15:12,他说喝十年[doge]不是喝一年,重庆,119.86.24.236,"重庆市 电信 * GeoIP: Chongqing, China * China Telecom Chongqing",28,1533719712,8,cj,0,2,0,0,5B6AB49C-775618EC-BE9782B2-8C5-83A,1533719712,2018-08-08,08-08 17,3225
549,569,570,29,辣椒包包,2018-08-08 17:15:11,用自己的钱买杯咖啡拍个美美哒自拍还要被说，什么人啊！,上海,114.92.178.87,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",26,1533719711,0,cj,0,0,0,0,5B6AB49E-725CB257-6797636A-8C5-776,1533719711,2018-08-08,08-08 17,3224
550,570,571,29,Lich_drrrw,2018-08-08 17:14:34,🎣提問[doge],河北,221.192.179.23,"河北省石家庄市 联通 * GeoIP: Shijiazhuang, Hebei, China * China Unicom Liaoning",26,1533719674,3,cj,0,3,0,0,5B6AB479-DDC0B317-C5870490-8C5-8EE,1533719674,2018-08-08,08-08 17,3223
551,571,572,29,区块链亚索,2018-08-08 17:13:39,哎呀，年轻人真惨。,福建福州,140.243.239.143,"福建省 电信 * GeoIP: Xiamen, Fujian, China * China Telecom FUJIAN NETWORK",9,1533719619,0,cj,0,0,0,0,5B6AB442-8CF3EF8F-18A990650-8C5-92C,1533719619,2018-08-08,08-08 17,3222
552,572,573,29,volimto-,2018-08-08 17:13:30,挣得钱都买星巴克了，房子没人买，xx稳不住了[doge][doge],山东济南,119.188.101.206,"山东省济南市 联通 * GeoIP: Jinan, Shandong, China * China Unicom Shandong",34,1533719610,0,cj,0,0,0,0,5B6AB43A-77BC65CE-165D8637F-8C5-8B0,1533719610,2018-08-08,08-08 17,3221
553,573,574,29,從前08026,2018-08-08 17:12:12,无良小编而已,山西太原,1.68.58.104,"山西省 电信 * GeoIP: Yuncheng, Shanxi, China * China Telecom Shanxi",6,1533719532,0,cj,0,0,0,0,5B6AB3EA-1443A68-18AC3E015-8C5-912,1533719532,2018-08-08,08-08 17,3220
554,574,575,29,_是阿加西阿_,2018-08-08 17:04:39,@涵寒含笑 ？？？,北京,117.136.38.51,"北京市 移动 * GeoIP: Beijing, China * China Mobile",9,1533719079,0,cj,0,0,0,0,5B6AB225-75882633-BF5FB339-8C5-8A2,1533719079,2018-08-08,08-08 17,3219
555,575,576,29,H_xylene,2018-08-08 17:03:49,买死的[哈哈]很多东西要买[悲伤],广东湛江,220.199.86.159,"广东省湛江市 联通 * GeoIP: Zhanjiang, Guangdong, China * China Unicom Guangdong province",28,1533719029,0,cj,0,2,0,0,5B6AB1F2-DCC7569F-8F361EBE-8C5-924,1533719029,2018-08-08,08-08 17,3218
556,576,577,29,Michael-徐,2018-08-08 17:03:45,这话说的真不要脸,北京,111.204.100.50,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",8,1533719025,0,cj,0,0,0,0,5B6AB1F1-6FCC6432-78528B8B-8C5-8E8,1533719025,2018-08-08,08-08 17,3217
557,577,578,29,大家叫我施先生,2018-08-08 17:03:39,要发展内需也不知道看看为什么内需没了 阿西吧又要吃一个礼拜泡面了,北京,123.126.42.172,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",41,1533719019,0,cj,0,2,0,0,5B6AB1E7-7B7E2AAC-6EFB0785-8C5-8D0,1533719019,2018-08-08,08-08 17,3216
558,578,579,29,不要贪吃ssr,2018-08-08 17:03:19,变本加厉 巴了,山东青岛,112.226.196.13,"山东省青岛市 联通 * GeoIP: Qingdao, Shandong, China * China Unicom Shandong",23,1533718999,0,cj,0,1,0,0,5B6AB1D3-70E2C40D-73A35CF5-8C5-89C,1533718999,2018-08-08,08-08 17,3215
559,579,580,29,Ollieer,2018-08-08 17:03:07,这锅真牛匹,四川成都,125.70.178.67,"四川省成都市 电信 * GeoIP: Chengdu, Sichuan, China * China Telecom Sichuan",5,1533718987,1,cj,0,0,0,0,5B6AB1C8-7D46B243-6B1D1D14-8C5-863,1533718987,2018-08-08,08-08 17,3214
560,580,581,30,世界一流白日梦选手,2018-08-08 17:01:46,青年们好累啊[二哈],山东青岛,112.224.1.235,"山东省济南市 联通 * GeoIP: Jinan, Shandong, China * China Unicom Shandong",23,1533718905,0,cj,0,1,0,0,5B6AB175-70E001EB-A54EC481-8C5-A25,1533718906,2018-08-08,08-08 17,3213
561,581,582,30,LAC_ucer,2018-08-08 17:01:19,其实第三新缺德社还是很有文化的,浙江绍兴,183.246.157.251,"浙江省绍兴市 移动 * GeoIP: Shaoxing, Zhejiang, China * China Mobile",15,1533718878,0,cj,0,0,0,0,5B6AB15D-B7F69DFB-AE4A106B-8C5-869,1533718879,2018-08-08,08-08 17,3212
562,582,583,30,毛_2,2018-08-08 17:01:09,年轻人还没来得及赚钱呢就先背锅啦！,日本,126.33.200.53,"日本  * GeoIP: Tokyo, Japan * Softbank BB",17,1533718869,0,cj,0,0,0,0,5B6AB151-7E21C835-66C385B1-8C5-920,1533718869,2018-08-08,08-08 17,3211
563,583,584,30,酿酒用酒酿,2018-08-08 17:01:03,等等，我们这代人借钱耍一耍，比那些贷款买房买车的，欠款更多？？,湖北武汉,27.18.120.200,"湖北省武汉市 电信 * GeoIP: Wuhan, Hubei, China * China Telecom Hubei",31,1533718863,2,cj,0,0,0,0,5B6AB14B-1B1278C8-9BFA6CE0-8C5-930,1533718863,2018-08-08,08-08 17,3210
564,584,585,30,Dswssssw,2018-08-08 17:00:53,就是要有这种觉悟[doge][doge],山西运城,60.222.129.243,"山西省运城市 联通 * GeoIP: Yuncheng, Shanxi, China * China Unicom Shanxi",29,1533718853,42,cj,0,1,0,0,5B6AB140-3CDE81F3-C03A4D49-8C5-905,1533718853,2018-08-08,08-08 17,3209
565,585,586,30,夜光菩提,2018-08-08 17:00:49,星巴克才几个钱，疯了吧。我都是为了省钱，买个星巴克的。一个咖啡一个面包36。,北京,61.48.140.108,"北京市 联通 * GeoIP: Beijing, China * China Unicom Beijing",38,1533718849,3,cj,0,0,0,0,5B6AB13C-3D308C6C-62C9954C-8C5-95C,1533718849,2018-08-08,08-08 17,3208
566,586,587,30,Dswssssw,2018-08-08 17:00:29,我对不起祖国母亲,山西运城,60.222.129.243,"山西省运城市 联通 * GeoIP: Yuncheng, Shanxi, China * China Unicom Shanxi",8,1533718829,0,cj,0,0,0,0,5B6AB129-3CDE81F3-C03A4D49-8C5-905,1533718829,2018-08-08,08-08 17,3207
567,587,588,30,好好说话要死吗,2018-08-08 16:59:31,妈宝吧,甘肃兰州,124.152.206.0,"甘肃省兰州市 联通 * GeoIP: Lanzhou, Gansu, China * China Unicom Gansu",17,1533718771,0,cj,0,1,0,0,5B6AB0F2-7C98CE00-BCAF4B56-8C5-7A4,1533718771,2018-08-08,08-08 16,3206
568,588,589,30,青山虫鸣2016,2018-08-08 16:58:55,我也这么和他说的。他确实喜欢看书，天文地理、历史科学军事都爱看，知道的比我还多。,湖南长沙,117.136.24.232,"湖南省郴州市 移动 * GeoIP: Changsha, Hunan, China * China Mobile",51,1533718735,0,cj,0,2,0,0,5B6AB0CB-758818E8-165BDF0D4-8C5-858,1533718735,2018-08-08,08-08 16,3205
569,589,590,30,卡兹SAMA今天也帅的和小鸟一样,2018-08-08 16:58:11,哇靠广州这么吓人的吗，我觉得杭州反过来，看起来好像基建很漂亮很时尚生活成本很高但实际上真的大头房价不要买太好的地段也才3w+加个学区四万多封死，好的地方我现在只能想到西湖边上的大别墅能上10w了吧，普通住宅最贵也就钱江新城七八万，其他老房子五六万都算最好的地段了吧,浙江杭州,112.10.108.48,"浙江省杭州市 移动 * GeoIP: Hangzhou, Zhejiang, China * China Mobile",139,1533718691,0,cj,0,11,0,0,5B6AB09F-700A6C30-DC3B438B-8C5-925,1533718691,2018-08-08,08-08 16,3204
570,590,591,30,木子木木霏霏飞,2018-08-08 16:57:17,明明在哪里？？？[白眼],湖南株洲,113.222.226.41,"湖南省株洲市 电信 * GeoIP: Zhuzhou, Hunan, China * China Telecom Hunan",26,1533718637,0,cj,0,2,0,0,5B6AB069-71DEE229-C26358C6-8C5-917,1533718637,2018-08-08,08-08 16,3203
571,591,592,30,Ms_DOUBLE_,2018-08-08 16:54:57,赶紧开放生育政策,吉林长春,123.173.57.233,"吉林省长春市 电信 * GeoIP: Changchun, Jilin, China * China Telecom JILIN",8,1533718497,0,cj,0,0,0,0,5B6AAFDD-7BAD39E9-985A257E-8C5-8B9,1533718497,2018-08-08,08-08 16,3202
572,592,593,30,送你千秋SAMA的白眼,2018-08-08 16:54:49,马住为了看评论😂,甘肃张掖,118.183.195.196,"甘肃省天水市 电信 * GeoIP: Lanzhou, Gansu, China * China Telecom Gansu",23,1533718489,0,cj,0,1,0,0,5B6AAFD4-76B7C3C4-1419EF680-8C5-8FB,1533718489,2018-08-08,08-08 16,3201
573,593,594,30,wataswa,2018-08-08 16:54:44,无可奈何,上海,223.104.213.66,"中国 移动 * GeoIP: Shanghai, China * Shanghai Mobile Communications Co.,Ltd.",4,1533718484,0,cj,0,0,0,0,5B6AAFD3-DF68D542-63AE5897-8C5-8BD,1533718484,2018-08-08,08-08 16,3200
574,594,595,30,7N1snipEr,2018-08-08 16:54:27,94年刚上班一年的表示真心不想背贷款买新房，结婚又不能住老房子，这一天天活的真心累！,黑龙江哈尔滨,223.104.17.251,"黑龙江省 移动 * GeoIP: Harbin, Heilongjiang, China * HeiLongJiang Mobile Communication Company Limited",42,1533718467,2,cj,0,0,0,0,5B6AAFC0-DF6811FB-15385B0AA-8C5-8F7,1533718467,2018-08-08,08-08 16,3199
575,595,596,30,小熊软糖CREAM,2018-08-08 16:54:07,怒喝奶盖,上海,223.104.210.141,"上海市 移动 * GeoIP: Shanghai, China * Shanghai Mobile Communications Co.,Ltd.",4,1533718447,3,cj,0,0,0,0,5B6AAFB0-DF68D28D-D7BF7D7F-8C5-A24,1533718447,2018-08-08,08-08 16,3198
576,596,597,30,范思华FLY,2018-08-08 16:53:44,从婴儿时期就习惯了父母无微不至的关怀和呵护，这叫哪门子屁话，这不是应该的吗？怎么透着一股浓浓的不应该的味道，这种文章不看也罢,上海,101.90.255.73,"上海市 电信 * GeoIP: Shanghai, China * China Telecom Shanghai",62,1533718424,0,cj,0,0,0,0,5B6AAF97-655AFF49-78C6E40F-8C5-91D,1533718424,2018-08-08,08-08 16,3197
577,597,598,30,钥匙key47,2018-08-08 16:53:42,壮士牛逼,云南昆明,220.163.53.237,"云南省昆明市 电信 * GeoIP: Kunming, Yunnan, China * China Telecom Yunnan",12,1533718422,10,cj,0,1,0,0,5B6AAF92-DCA335ED-681EE2CF-8C5-922,1533718422,2018-08-08,08-08 16,3196
578,598,599,30,宇宙中二廢柴拉達_Dik-TAP,2018-08-08 16:53:37,回覆@向蒋委员长学习:讲得你不是一样[doge],广东广州,121.32.153.71,"广东省广州市 电信 * GeoIP: Guangzhou, Guangdong, China * China Telecom Guangdong",24,1533718417,0,cj,0,1,0,0,5B6AAF8D-79209947-76FC85C7-8C5-7FC,1533718417,2018-08-08,08-08 16,3195
579,599,600,30,宛如一个智障,2018-08-08 16:53:02,这锅着实有点重的啊,浙江,112.17.243.83,"浙江省 移动 * GeoIP: Ningbo, Zhejiang, China * China Mobile",9,1533718382,3,cj,0,0,0,0,5B6AAF6E-7011F353-DA302283-8C5-97E,1533718382,2018-08-08,08-08 16,3194
580,600,601,31,cheersleew,2018-08-08 16:52:49,基尼系数比较高了^^,广东广州,183.41.12.226,"广东省 电信 * GeoIP: Zhuhai, Guangdong, China * China Telecom Guangdong",10,1533718369,0,cj,0,0,0,0,5B6AAF5D-B7290CE2-8D130BF5-8C5-892,1533718369,2018-08-08,08-08 16,3193
581,601,602,31,好好说话要死吗,2018-08-08 16:52:35,肯定是吃死的,甘肃兰州,124.152.206.0,"甘肃省兰州市 联通 * GeoIP: Lanzhou, Gansu, China * China Unicom Gansu",18,1533718354,0,cj,0,1,0,0,5B6AAF4E-7C98CE00-BCAF4B56-8C5-7A4,1533718355,2018-08-08,08-08 16,3192
582,602,603,31,自然卷_夏天,2018-08-08 16:52:21,打游戏刷网红方面不包括,上海,223.104.213.90,"中国 移动 * GeoIP: Shanghai, China * Shanghai Mobile Communications Co.,Ltd.",29,1533718341,0,cj,0,2,0,0,5B6AAF45-DF68D55A-5F256504-8C5-929,1533718341,2018-08-08,08-08 16,3191
583,603,604,31,好好说话要死吗,2018-08-08 16:52:20,举报举报了，奢侈放纵,甘肃兰州,124.152.206.0,"甘肃省兰州市 联通 * GeoIP: Lanzhou, Gansu, China * China Unicom Gansu",20,1533718340,0,cj,0,1,0,0,5B6AAF40-7C98CE00-BCAF4B56-8C5-7A4,1533718340,2018-08-08,08-08 16,3190
